//Texture sheet to use;
> 0

//Setting up scene data;
//0 | 2560, 2560, 2560 | 0, 0, 0 | 06/05/04
1 | 0, 0, 0 | 0, 0, 0 | T | F:F:F:F:F
3 | 15, -1, -10 | -10, -1, -10 | -10, -1, 10 | 15, -1, 10 | T | 03
3 | 1, -1, 0 | -3.2, 1, 0 | -3.2, 1, 3.2 | 1, -1, 3.2 | T | 02
3 | -5, 2, -5 | -5, 2, -2.5 | -2.5, 2, -2.5 | -2.5, 2, -5 | T | 02
C | -2.5, 5, 0 | -2.5, 0, -1.25 | 1.0, 0.0, 0.0, 1.0 | 1.0 | 90.0 | 25.0 | idfk
C | 10, 1, -7.5 | 10, 0, -5 | 1.0, 1.0, 1.0, 1.0 | 1.0 | 90.0 | 25.0 | idfk
3 | 2.5, -1, 2.5 | 7.5, -1, 2.5 | 7.5, 1, 2.5 | 2.5, 1, 2.5 | F | 01
3 | 7.5, -1, 0 | 12.5, -1, -2.5 | 12.5, 1, -2.5 | 7.5, 1, 0 | F | 01

//Wheel model data;
4 | 9.902455, 0.490393, -4.9 | 10.0, 0.5, -5.1 | 9.902455, 0.490393, -5.1 | F | FF
4 | 10.070198, 0.352911, -5.128125 | 10.181728, 0.438731, -5.128125 | 10.137699, 0.332435, -5.128125 | F | FF
4 | 10.137699, 0.332435, -5.128125 | 10.263829, 0.394847, -5.128125 | 10.199908, 0.299184, -5.128125 | F | FF
4 | 10.254435, 0.254435, -5.128125 | 10.263829, 0.394847, -5.128125 | 10.33579, 0.33579, -5.128125 | F | FF
4 | 10.254435, 0.254435, -5.128125 | 10.394847, 0.263829, -5.128125 | 10.299184, 0.199908, -5.128125 | F | FF
4 | 10.299184, 0.199908, -5.128125 | 10.438731, 0.181728, -5.128125 | 10.332435, 0.137699, -5.128125 | F | FF
4 | 10.352911, 0.070198, -5.128125 | 10.438731, 0.181728, -5.128125 | 10.465754, 0.092644, -5.128125 | F | FF
4 | 10.352911, 0.070198, -5.128125 | 10.474879, 0.0, -5.128125 | 10.359825, 0.0, -5.128125 | F | FF
4 | 10.359825, 0.0, -5.128125 | 10.465754, -0.092644, -5.128125 | 10.352911, -0.070198, -5.128125 | F | FF
4 | 10.352911, -0.070198, -5.128125 | 10.438731, -0.181728, -5.128125 | 10.332435, -0.137699, -5.128125 | F | FF
4 | 10.332435, -0.137699, -5.128125 | 10.394847, -0.263829, -5.128125 | 10.299184, -0.199908, -5.128125 | F | FF
4 | 10.254435, -0.254435, -5.128125 | 10.394847, -0.263829, -5.128125 | 10.33579, -0.33579, -5.128125 | F | FF
4 | 10.254435, -0.254435, -5.128125 | 10.263829, -0.394847, -5.128125 | 10.199908, -0.299184, -5.128125 | F | FF
4 | 10.199908, -0.299184, -5.128125 | 10.181728, -0.438731, -5.128125 | 10.137699, -0.332435, -5.128125 | F | FF
