4 | 0.227182, 0.018847, 0.064744 | 0.228641, 0.020648, 0.01708 | 0.222235, 0.010668, 0.058111 | FF
4 | -0.227182, 0.018846, 0.064744 | -0.228641, 0.020648, 0.01708 | -0.22762, 0.327231, 0.016534 | FF
4 | 0.29667, 0.0, 0.203729 | 0.246578, 0.018796, 0.158847 | 0.246576, 0.0, 0.158845 | FF
4 | 0.227182, -0.018847, 0.064744 | 0.228641, -0.020648, 0.01708 | 0.22762, -0.327231, 0.016534 | FF
4 | 0.205407, -0.343352, 0.115435 | -0.205426, -0.343435, 0.011562 | -0.205407, -0.343352, 0.115435 | FF
4 | 0.29667, 0.0225, 0.203729 | 0.247193, 0.340664, 0.15918 | 0.246578, 0.018796, 0.158847 | FF
4 | 0.29667, -0.0225, 0.203729 | 0.247193, -0.340664, 0.15918 | 0.297377, -0.41558, 0.204191 | FF
4 | 0.271606, -0.447948, 0.204467 | -0.214625, -0.361747, 0.152947 | -0.271606, -0.447948, 0.204467 | FF
4 | 0.206263, 0.014119, 0.017042 | -0.206434, 0.012755, 0.053418 | 0.206434, 0.012755, 0.053418 | FF
4 | -0.206434, -0.012755, 0.053418 | 0.206263, -0.014119, 0.017042 | 0.206434, -0.012755, 0.053418 | FF
4 | 0.22762, 0.327231, 0.016534 | 0.228641, 0.020648, 0.01708 | 0.227182, 0.018847, 0.064744 | FF
4 | 0.29667, 0.0, 0.203729 | 0.246578, -0.018796, 0.158847 | 0.29667, -0.0225, 0.203729 | FF
4 | -0.205264, -0.037811, -0.010536 | 0.205097, -0.327222, -0.01074 | 0.205264, -0.037811, -0.010536 | FF
4 | -0.29667, 0.0, 0.203729 | -0.246578, 0.018796, 0.158847 | -0.29667, 0.0225, 0.203729 | FF
4 | -0.22762, -0.327231, 0.016534 | -0.228641, -0.020648, 0.01708 | -0.227182, -0.018847, 0.064744 | FF
4 | -0.205097, 0.327222, -0.01074 | 0.205264, 0.037811, -0.010536 | 0.205097, 0.327222, -0.01074 | FF
4 | -0.227182, -0.018847, 0.064744 | -0.228641, -0.020648, 0.01708 | -0.222235, -0.010668, 0.058111 | FF
4 | -0.227182, 0.018846, 0.064744 | -0.216333, -0.0, 0.084319 | -0.222234, 0.010668, 0.058111 | FF
4 | -0.29667, 0.0225, 0.203729 | -0.247193, 0.340664, 0.15918 | -0.297377, 0.41558, 0.204191 | FF
4 | -0.205407, 0.343352, 0.115435 | 0.205426, 0.343435, 0.011562 | 0.205407, 0.343352, 0.115435 | FF
4 | -0.29667, 0.0, 0.203729 | -0.246578, -0.018796, 0.158847 | -0.246576, 0.0, 0.158845 | FF
4 | 0.227182, -0.018847, 0.064744 | 0.216333, 0.0, 0.084318 | 0.222234, -0.010668, 0.058111 | FF
4 | -0.29667, -0.0225, 0.203729 | -0.247193, -0.340664, 0.15918 | -0.246578, -0.018796, 0.158847 | FF
4 | 0.214625, -0.361746, 0.152947 | 0.22765, -0.326981, 0.115441 | 0.205407, -0.343352, 0.115435 | FF
4 | -0.22765, -0.326981, 0.115441 | -0.214625, -0.361747, 0.152947 | -0.205407, -0.343352, 0.115435 | FF
4 | -0.22765, 0.326981, 0.115441 | -0.214625, 0.361746, 0.152947 | -0.247193, 0.340664, 0.15918 | FF
4 | 0.22765, 0.326981, 0.115441 | 0.214625, 0.361746, 0.152947 | 0.205407, 0.343352, 0.115435 | FF
4 | 0.22762, -0.327231, 0.016534 | 0.205097, -0.327222, -0.01074 | 0.205426, -0.343435, 0.011562 | FF
4 | -0.205097, -0.327222, -0.01074 | -0.22762, -0.327231, 0.016534 | -0.205426, -0.343435, 0.011562 | FF
4 | 0.205549, 1e-06, 0.077183 | 0.206434, -0.012755, 0.053418 | 0.216333, 0.0, 0.084318 | FF
4 | -0.205549, -1e-06, 0.077183 | -0.206434, 0.012755, 0.053418 | -0.216333, -0.0, 0.084319 | FF
4 | -0.22762, 0.327231, 0.016534 | -0.205097, 0.327222, -0.01074 | -0.205426, 0.343435, 0.011562 | FF
4 | 0.205097, 0.327222, -0.01074 | 0.22762, 0.327231, 0.016534 | 0.205426, 0.343435, 0.011562 | FF
4 | 0.205264, -0.037811, -0.010536 | 0.228641, -0.020648, 0.01708 | 0.206263, -0.014119, 0.017042 | FF
4 | -0.228641, -0.020648, 0.01708 | -0.205264, -0.037811, -0.010536 | -0.206263, -0.014119, 0.017042 | FF
4 | -0.205264, 0.037811, -0.010536 | -0.228641, 0.020648, 0.01708 | -0.206263, 0.014119, 0.017042 | FF
4 | 0.206263, 0.014119, 0.017042 | 0.228641, 0.020648, 0.01708 | 0.205264, 0.037811, -0.010536 | FF
4 | -0.205407, -0.343352, 0.115435 | 0.214625, -0.361746, 0.152947 | 0.205407, -0.343352, 0.115435 | FF
4 | 0.22765, -0.326981, 0.115441 | 0.246578, -0.018796, 0.158847 | 0.227128, -0.018454, 0.114925 | FF
4 | -0.22765, 0.326981, 0.115441 | -0.246578, 0.018796, 0.158847 | -0.227128, 0.018454, 0.114925 | FF
4 | 0.205407, 0.343352, 0.115435 | -0.214625, 0.361746, 0.152947 | -0.205407, 0.343352, 0.115435 | FF
4 | 0.227128, 0.018454, 0.114925 | 0.246576, 0.0, 0.158845 | 0.246578, 0.018796, 0.158847 | FF
4 | -0.227128, -0.018454, 0.114925 | -0.246576, 0.0, 0.158845 | -0.246578, -0.018796, 0.158847 | FF
4 | 0.22762, -0.327231, 0.016534 | 0.205407, -0.343352, 0.115435 | 0.22765, -0.326981, 0.115441 | FF
4 | -0.214625, 0.361746, 0.152947 | -0.297377, 0.41558, 0.204191 | -0.247193, 0.340664, 0.15918 | FF
4 | 0.214625, -0.361746, 0.152947 | 0.297377, -0.41558, 0.204191 | 0.247193, -0.340664, 0.15918 | FF
4 | -0.214625, -0.361747, 0.152947 | -0.297377, -0.41558, 0.204191 | -0.271606, -0.447948, 0.204467 | FF
4 | 0.297377, 0.41558, 0.204191 | 0.214625, 0.361746, 0.152947 | 0.247193, 0.340664, 0.15918 | FF
4 | -0.205097, -0.327222, -0.01074 | 0.205426, -0.343435, 0.011562 | 0.205097, -0.327222, -0.01074 | FF
4 | 0.205264, -0.037811, -0.010536 | 0.22762, -0.327231, 0.016534 | 0.228641, -0.020648, 0.01708 | FF
4 | -0.205264, 0.037811, -0.010536 | -0.22762, 0.327231, 0.016534 | -0.228641, 0.020648, 0.01708 | FF
4 | 0.205097, 0.327222, -0.01074 | -0.205426, 0.343435, 0.011562 | -0.205097, 0.327222, -0.01074 | FF
4 | 0.206434, 0.012755, 0.053418 | 0.216333, 0.0, 0.084318 | 0.222235, 0.010668, 0.058111 | FF
4 | -0.206434, -0.012755, 0.053418 | -0.216333, -0.0, 0.084319 | -0.222235, -0.010668, 0.058111 | FF
4 | 0.205549, 1e-06, 0.077183 | -0.206434, 0.012755, 0.053418 | -0.205549, -1e-06, 0.077183 | FF
4 | -0.22762, -0.327231, 0.016534 | -0.205407, -0.343352, 0.115435 | -0.205426, -0.343435, 0.011562 | FF
4 | -0.22762, 0.327231, 0.016534 | -0.205407, 0.343352, 0.115435 | -0.22765, 0.326981, 0.115441 | FF
4 | 0.22762, 0.327231, 0.016534 | 0.205407, 0.343352, 0.115435 | 0.205426, 0.343435, 0.011562 | FF
4 | 0.227128, -0.018454, 0.114925 | 0.246576, 0.0, 0.158845 | 0.227324, 0.0, 0.116099 | FF
4 | -0.22765, -0.326981, 0.115441 | -0.246578, -0.018796, 0.158847 | -0.247193, -0.340664, 0.15918 | FF
4 | 0.206434, -0.012755, 0.053418 | 0.228641, -0.020648, 0.01708 | 0.222234, -0.010668, 0.058111 | FF
4 | -0.205264, -0.037811, -0.010536 | -0.22762, -0.327231, 0.016534 | -0.205097, -0.327222, -0.01074 | FF
4 | 0.205264, -0.037811, -0.010536 | -0.206263, -0.014119, 0.017042 | -0.205264, -0.037811, -0.010536 | FF
4 | -0.227128, 0.018454, 0.114925 | -0.246576, 0.0, 0.158845 | -0.227324, 0.0, 0.116099 | FF
4 | 0.22765, 0.326981, 0.115441 | 0.246578, 0.018796, 0.158847 | 0.247193, 0.340664, 0.15918 | FF
4 | -0.206434, 0.012755, 0.053418 | -0.228641, 0.020648, 0.01708 | -0.222234, 0.010668, 0.058111 | FF
4 | 0.205264, 0.037811, -0.010536 | 0.22762, 0.327231, 0.016534 | 0.205097, 0.327222, -0.01074 | FF
4 | 0.206263, 0.014119, 0.017042 | -0.205264, 0.037811, -0.010536 | -0.206263, 0.014119, 0.017042 | FF
4 | -0.271606, 0.447948, 0.204467 | 0.214625, 0.361746, 0.152947 | 0.271606, 0.447948, 0.204467 | FF
4 | 0.206434, -0.012755, 0.053418 | -0.205549, -1e-06, 0.077183 | -0.206434, -0.012755, 0.053418 | FF
4 | -0.206434, -0.012755, 0.053418 | -0.205549, -1e-06, 0.077183 | -0.216333, -0.0, 0.084319 | FF
4 | 0.206434, 0.012755, 0.053418 | 0.205549, 1e-06, 0.077183 | 0.216333, 0.0, 0.084318 | FF
4 | 0.227128, 0.018454, 0.114925 | 0.216333, 0.0, 0.084318 | 0.227324, 0.0, 0.116099 | FF
4 | 0.227128, -0.018454, 0.114925 | 0.216333, 0.0, 0.084318 | 0.227182, -0.018847, 0.064744 | FF
4 | -0.227128, -0.018454, 0.114925 | -0.216333, -0.0, 0.084319 | -0.227324, 0.0, 0.116099 | FF
4 | -0.227128, 0.018454, 0.114925 | -0.216333, -0.0, 0.084319 | -0.227182, 0.018846, 0.064744 | FF
4 | 0.228641, -0.020648, 0.01708 | 0.227182, -0.018847, 0.064744 | 0.222234, -0.010668, 0.058111 | FF
4 | 0.216333, 0.0, 0.084318 | 0.206434, -0.012755, 0.053418 | 0.222234, -0.010668, 0.058111 | FF
4 | 0.216333, 0.0, 0.084318 | 0.227182, 0.018847, 0.064744 | 0.222235, 0.010668, 0.058111 | FF
4 | 0.206434, 0.012755, 0.053418 | 0.228641, 0.020648, 0.01708 | 0.206263, 0.014119, 0.017042 | FF
4 | -0.216333, -0.0, 0.084319 | -0.227182, -0.018847, 0.064744 | -0.222235, -0.010668, 0.058111 | FF
4 | -0.206434, -0.012755, 0.053418 | -0.228641, -0.020648, 0.01708 | -0.206263, -0.014119, 0.017042 | FF
4 | -0.228641, 0.020648, 0.01708 | -0.227182, 0.018846, 0.064744 | -0.222234, 0.010668, 0.058111 | FF
4 | -0.216333, -0.0, 0.084319 | -0.206434, 0.012755, 0.053418 | -0.222234, 0.010668, 0.058111 | FF
4 | -0.22762, 0.327231, 0.016534 | -0.22765, 0.326981, 0.115441 | -0.227182, 0.018846, 0.064744 | FF
4 | -0.22765, 0.326981, 0.115441 | -0.227128, 0.018454, 0.114925 | -0.227182, 0.018846, 0.064744 | FF
4 | 0.29667, 0.0, 0.203729 | 0.29667, 0.0225, 0.203729 | 0.246578, 0.018796, 0.158847 | FF
4 | 0.22762, -0.327231, 0.016534 | 0.22765, -0.326981, 0.115441 | 0.227182, -0.018847, 0.064744 | FF
4 | 0.22765, -0.326981, 0.115441 | 0.227128, -0.018454, 0.114925 | 0.227182, -0.018847, 0.064744 | FF
4 | 0.205407, -0.343352, 0.115435 | 0.205426, -0.343435, 0.011562 | -0.205426, -0.343435, 0.011562 | FF
4 | 0.29667, 0.0225, 0.203729 | 0.297377, 0.41558, 0.204191 | 0.247193, 0.340664, 0.15918 | FF
4 | 0.29667, -0.0225, 0.203729 | 0.246578, -0.018796, 0.158847 | 0.247193, -0.340664, 0.15918 | FF
4 | 0.271606, -0.447948, 0.204467 | 0.214625, -0.361746, 0.152947 | -0.214625, -0.361747, 0.152947 | FF
4 | 0.206263, 0.014119, 0.017042 | -0.206263, 0.014119, 0.017042 | -0.206434, 0.012755, 0.053418 | FF
4 | -0.206434, -0.012755, 0.053418 | -0.206263, -0.014119, 0.017042 | 0.206263, -0.014119, 0.017042 | FF
4 | 0.227182, 0.018847, 0.064744 | 0.227128, 0.018454, 0.114925 | 0.22765, 0.326981, 0.115441 | FF
4 | 0.22765, 0.326981, 0.115441 | 0.22762, 0.327231, 0.016534 | 0.227182, 0.018847, 0.064744 | FF
4 | 0.29667, 0.0, 0.203729 | 0.246576, 0.0, 0.158845 | 0.246578, -0.018796, 0.158847 | FF
4 | -0.205264, -0.037811, -0.010536 | -0.205097, -0.327222, -0.01074 | 0.205097, -0.327222, -0.01074 | FF
4 | -0.29667, 0.0, 0.203729 | -0.246576, 0.0, 0.158845 | -0.246578, 0.018796, 0.158847 | FF
4 | -0.227182, -0.018847, 0.064744 | -0.227128, -0.018454, 0.114925 | -0.22765, -0.326981, 0.115441 | FF
4 | -0.22765, -0.326981, 0.115441 | -0.22762, -0.327231, 0.016534 | -0.227182, -0.018847, 0.064744 | FF
4 | -0.205097, 0.327222, -0.01074 | -0.205264, 0.037811, -0.010536 | 0.205264, 0.037811, -0.010536 | FF
4 | -0.29667, 0.0225, 0.203729 | -0.246578, 0.018796, 0.158847 | -0.247193, 0.340664, 0.15918 | FF
